SENTENCE_ID,SENTENCE,NUMBER_WORDS_SENTENCE
2-22,Ne  vous  fachez  pas! ,4
2-23,"Allow  me  to  interest  myself  in  my  coffee-cups,  coffee-cups,  and  I  will  respect  your  cocoa. ",15
2-24,There! ,1
2-25,Is  it  a  bargain? ,4
2-26,"He  was  so  quaintly  humorous  that  I  was  forced  to  laugh;  and  we  went  together  to  the  drawing-room,  where  the  coffee-cups  and  tray  remained  undisturbed  as  we  had  left  them. ",30
2-27,"Poirot  made  me  recapitulate  the  scene  of  the  night  before,  listening  very  carefully,  and  verifying  the  position  of  the  various  cups. ",21
2-28,So  Mr.s.  Cavendish  stood  by  the  tray...and  poured  out. ,9
2-29,Yes. ,1
2-30,Then  she  came  across  to  the  window  where  you  sat  with  Mademoiselle  Cynthia. ,13
2-31,Yes. ,1
2-32,Here  are  the  three  cups. ,5
2-33,"And  the  cup  on  the  mantel-piece,  half  drunk,  that  would  be  Mr.  Lawrence  Cavendish's. ",14
2-34,And  the  one  on  the  tray? ,6
2-35,John  Cavendish's. ,2
2-36,I  saw  him  put  it  down  there. ,7
2-37,Good. ,1
2-38,"One,  two,  three,  four,  five...but  where,  then,  is  the  cup  of  Mr.  Inglethorp? ",13
2-39,He  does  not  take  coffee. ,5
2-40,Then  all  are  accounted  for. ,5
2-41,"One  moment,  my  friend. ",4
2-42,"With  infinite  care,  he  took  a  drop  or  two  from  the  grounds  in  each  cup,  sealing  them  up  in  separate  test  tubes,  tasting  each  in  turn  as  he  did  so. ",30
2-43,His  physiognomy  underwent  a  curious  change. ,6
2-44,"An  expression  gathered  there  that  I  can  only  describe  as  half  puzzled,  and  half  relieved. ",15
2-45,Bien!  he  said  at  last. ,5
2-46,It  is  evident! ,3
2-47,I  had  an  idea...but  clearly  I  was  mistaken. ,8
2-48,"Yes,  altogether  I  was  mistaken. ",5
2-49,Yet  it  is  strange. ,4
2-50,But  no  matter! ,3
2-51,"And,  with  a  characteristic  shrug,  he  dismissed  whatever  it  was  that  was  worrying  him  from  his  mind. ",17
2-52,"I  could  have  told  him  from  the  beginning  that  this  obsession  of  his  over  the  coffee  was  bound  to  end  in  a  blind  alley,  but  I  restrained  my  tongue. ",29
2-53,"After  all,  though  he  was  old,  Poirot  had  been  a  great  man  in  his  day. ",15
2-54,"Breakfast  is  ready,  said  John  Cavendish,  coming  in  from  the  hall. ",11
2-55,"You  will  breakfast  with  us,  Monsieur  Poirot? ",7
2-56,Poirot  acquiesced. ,2
2-57,I  observed  John. ,3
2-58,Already  he  was  almost  restored  to  his  normal  self. ,9
2-59,"The  shock  of  the  events  of  the  last  night  had  upset  him  temporarily,  but  his  equable  poise  soon  swung  back  to  the  normal. ",23
2-60,"He  was  a  man  of  very  little  imagination,  in  sharp  contrast  with  his  brother,  who  had,  perhaps,  too  much. ",19
2-61,"Ever  since  the  early  hours  of  the  morning,  John  had  been  hard  at  work,  sending  telegrams...one  of  the  first  had  gone  to  Evelyn  Howard...writing  notices  for  the  papers,  and  generally  occupying  himself  with  the  melancholy  duties  that  a  death  entails. ",40
2-62,May  I  ask  how  things  are  proceeding?  he  said. ,9
2-63,Do  your  investigations  point  to  my  mother  having  died  a  natural  death...or...or  must  we  prepare  ourselves  for  the  worst? ,19
2-64,"I  think,  Mr.  Cavendish,  said  Poirot  gravely,  that  you  would  do  well  not  to  buoy  yourself  up  with  any  false  hopes. ",21
2-65,Can  you  tell  me  the  views  of  the  other  members  of  the  family? ,13
2-66,My  brother  Lawrence  is  convinced  that  we  are  making  a  fuss  over  nothing. ,13
2-67,He  says  that  everything  points  to  its  being  a  simple  case  of  heart  failure. ,14
2-68,"He  does,  does  he? ",4
2-69,"That  is  very  interesting...very  interesting,  murmured  Poirot  softly. ",8
2-70,And  Mr.s.  Cavendish? ,3
2-71,A  faint  cloud  passed  over  John's  face. ,7
2-72,I  have  not  the  least  idea  what  my  wife's  views  on  the  subject  are. ,14
2-73,The  answer  brought  a  momentary  stiffness  in  its  train. ,9
2-74,"John  broke  the  rather  awkward  silence  by  saying  with  a  slight  effort:  I  told  you,  didn't  I,  that  Mr.  Inglethorp  has  returned? ",22
2-75,Poirot  bent  his  head. ,4
2-76,It's  an  awkward  position  for  all  of  us. ,8
2-77,"Of  course  one  has  to  treat  him  as  usual...but,  hang  it  all,  one's  gorge  does  rise  at  sitting  down  to  eat  with  a  possible  murderer! ",25
2-78,Poirot  nodded  sympathetically. ,3
2-79,I  quite  understand. ,3
2-80,"It  is  a  very  difficult  situation  for  you,  Mr.  Cavendish. ",10
2-81,I  would  like  to  ask  you  one  question. ,8
2-82,"Mr.  Inglethorp's  reason  for  not  returning  last  night  was,  I  believe,  that  he  had  forgotten  the  latch-key. ",17
2-83,Is  not  that  so? ,4
2-84,Yes. ,1
2-85,I  suppose  you  are  quite  sure  that  the  latch-key  was  forgotten...that  he  did  not  take  it  after  all? ,18
2-86,I  have  no  idea. ,4
2-87,I  never  thought  of  looking. ,5
2-88,We  always  keep  it  in  the  hall  drawer. ,8
2-89,I'll  go  and  see  if  it's  there  now. ,8
2-90,Poirot  held  up  his  hand  with  a  faint  smile. ,9
2-91,"No,  no,  Mr.  Cavendish,  it  is  too  late  now. ",9
2-92,I  am  certain  that  you  would  find  it. ,8
2-93,"If  Mr.  Inglethorp  did  take  it,  he  has  had  ample  time  to  replace  it  by  now. ",16
2-94,But  do  you  think...... ,4
2-95,I think  nothing. ,3
2-96,"If  anyone  had  chanced  to  look  this  morning  before  his  return,  and  seen  it  there,  it  would  have  been  a  valuable  point  in  his  favour. ",25
2-97,That  is  all. ,3
2-98,John  looked  perplexed. ,3
2-99,"Do  not  worry,  said  Poirot  smoothly. ",6
2-100,I  assure  you  that  you  need  not  let  it  trouble  you. ,11
2-101,"Since  you  are  so  kind,  let  us  go  and  have  some  breakfast. ",12
2-102,Every  one  was  assembled  in  the  dining-room. ,7
2-103,dining-room. ,1
2-104,"Under  the  circumstances,  we  were  naturally  not  a  cheerful  party. ",10
2-105,"The  reaction  after  a  shock  is  always  trying,  and  I  think  we  were  all  suffering  from  it. ",17
2-106,"Decorum  and  good  breeding  naturally  enjoined  that  our  demeanour  should  be  much  as  usual,  yet  I  could  not  help  wondering  if  this  self-control  were  really  a  matter  of  great  difficulty. ",30
2-107,"There  were  no  red  eyes,  no  signs  of  secretly  indulged  grief. ",11
2-108,I  felt  that  I  was  right  in  my  opinion  that  Dorcas  was  the  person  most  affected  by  the  personal  side  of  the  tragedy. ,23
2-109,"I  pass  over  Alfred  Inglethorp,  who  acted  the  bereaved  widower  in  a  manner  that  I  felt  to  be  disgusting  in  its  hypocrisy. ",22
2-110,"Did  he  know  that  we  suspected  him,  I  wondered. ",9
2-111,"Surely  he  could  not  be  unaware  of  the  fact,  conceal  it  as  we  would. ",14
2-112,"Did  he  feel  some  secret  stirring  of  fear,  or  was  he  confident  that  his  crime  would  go  unpunished? ",18
2-113,Surely  the  suspicion  in  the  atmosphere  must  warn  him  that  he  was  already  a  marked  man. ,16
2-114,But  did  every  one  suspect  him? ,6
2-115,What  about  Mr.s.  Cavendish? ,4
2-116,"I  watched  her  as  she  sat  at  the  head  of  the  table,  graceful,  composed,  enigmatic. ",15
2-117,"In  her  soft  grey  frock,  with  white  ruffles  at  the  wrists  falling  over  her  slender  hands,  she  looked  very  beautiful. ",20
2-118,"When  she  chose,  however,  her  face  could  be  sphinx-like  in  its  inscrutability. ",12
2-119,"She  was  very  silent,  hardly  opening  her  lips,  and  yet  in  some  queer  way  I  felt  that  the  great  strength  of  her  personality  was  dominating  us  all. ",27
2-120,And  little  Cynthia? ,3
2-121,Did  she  suspect? ,3
2-122,"She  looked  very  tired  and  ill,  I  thought. ",8
2-123,The  heaviness  and  languor  of  her  manner  were  very  marked. ,10
2-124,"I  asked  her  if  she  were  feeling  ill,  and  she  answered  frankly:  Yes,  I've  got  the  most  beastly  headache. ",19
2-125,"Have  another  cup  of  coffee,  mademoiselle?  said  Poirot  solicitously. ",9
2-126,It  will  revive  you. ,4
2-127,It  is  unparalleled  for  the  mal  de  tete. ,8
2-128,He  jumped  up  and  took  her  cup. ,7
2-129,"No  sugar,  said  Cynthia,  watching  him,  as  he  picked  up  the  sugar-tongs. ",12
2-130,sugar-tongs. ,1
2-131,No  sugar? ,2
2-132,"You  abandon  it  in  the  war-time,  eh? ",7
2-133,"No,  I  never  take  it  in  coffee. ",7
2-134,Sacre! ,1
2-135,"murmured  Poirot  to  himself,  as  he  brought  back  the  replenished  cup. ",11
2-136,"Only  I  heard  him,  and  glancing  up  curiously  at  the  little  man  I  saw  that  his  face  was  working  with  suppressed  excitement,  and  his  eyes  were  as  green  as  a  cat's. ",31
2-137,He  had  heard  or  seen  something  that  had  affected  him  strongly...but  what  was  it? ,14
2-138,"I  do  not  usually  label  myself  as  dense,  but  I  must  confess  that  nothing  out  of  the  ordinary  had  attracted  my  attention. ",22
2-139,"In  another  moment,  the  door  opened  and  Dorcas  appeared. ",9
2-140,"Mr.  Wells  to  see  you,  sir,  she  said  to  John. ",10
2-141,I  remembered  the  name  as  being  that  of  the  lawyer  to  whom  Mr.s.  Inglethorp  had  written  the  night  before. ,19
2-142,John  rose  immediately. ,3
2-143,Show  him  into  my  study. ,5
2-144,Then  he  turned  to  us. ,5
2-145,"My  mother's  lawyer,  he  explained. ",5
2-146,And  in  a  lower  voice:  He  is  also  Coroner...you  Coroner...you  understand. ,11
2-147,Perhaps  you  would  like  to  come  with  me? ,8
2-148,We  acquiesced  and  followed  him  out  of  the  room. ,9
2-149,John  strode  on  ahead  and  I  took  the  opportunity  of  whispering  to  Poirot:  There  will  be  an  inquest  then? ,19
2-150,Poirot  nodded  absently. ,3
2-151,He  seemed  absorbed  in  thought;  so  much  so  that  my  curiosity  was  aroused. ,13
2-152,What  is  it? ,3
2-153,You  are  not  attending  to  what  I  say. ,8
2-154,"It  is  true,  my  friend. ",5
2-155,I  am  much  worried. ,4
2-156,Why? ,1
2-157,Because  Mademoiselle  Cynthia  does  not  take  sugar  in  her  coffee. ,10
2-158,What? ,1
2-159,You  cannot  be  serious? ,4
2-160,But  I  am  most  serious. ,5
2-161,"Ah,  there  is  something  there  that  I  do  not  understand. ",10
2-162,My  instinct  was  right. ,4
2-163,What  instinct? ,2
2-164,The  instinct  that  led  me  to  insist  on  examining  those  coffee-cups. ,11
2-165,Chut! ,1
2-166,no  more  now! ,3
2-167,"We  followed  John  into  his  study,  and  he  closed  the  door  behind  us. ",13
2-168,"Mr.  Wells  was  a  pleasant  man  of  middle-age,  with  keen  eyes,  and  the  typical  lawyer's  mouth. ",16
2-169,"John  introduced  us  both,  and  explained  the  reason  of  our  presence. ",11
2-170,"You  will  understand,  Wells,  he  added,  that  this  is  all  strictly  private. ",12
2-171,We  are  still  hoping  that  there  will  turn  out  to  be  no  need  for  investigation  of  any  kind. ,18
2-172,"Quite  so,  quite  so,  said  Mr.  Wells  soothingly. ",8
2-173,"I  wish  we  could  have  spared  you  the  pain  and  publicity  of  an  inquest,  but  of  course  it's  quite  unavoidable  in  the  absence  of  a  doctor's  certificate. ",27
2-174,"Yes,  I  suppose  so. ",4
2-175,"Clever  man,  Bauerstein. ",3
2-176,"Great  authority  on  toxicology,  I  believe. ",6
2-177,"Indeed,  said  John  with  a  certain  stiffness  in  his  manner. ",10
2-178,"Then  he  added  rather  hesitatingly:  Shall  we  have  to  appear  as  witnesses...all  of  us,  I  mean? ",16
2-179,"You,  of  course...and  ah...er...Mr....er...Inglethorp. ",4
2-180,"A  slight  pause  ensued  before  the  lawyer  went  on  in  his  soothing  manner:  Any  other  evidence  will  be  simply  confirmatory,  a  mere  matter  of  form. ",25
2-181,I  see. ,2
2-182,A  faint  expression  of  relief  swept  over  John's  face. ,9
2-183,"It  puzzled  me,  for  I  saw  no  occasion  for  it. ",10
2-184,"If  you  know  of  nothing  to  the  contrary,  pursued  Mr.  Wells,  I  had  thought  of  Friday. ",16
2-185,That  will  give  us  plenty  of  time  for  the  doctor's  report. ,11
2-186,"The  post-mortem  is  to  take  place  tonight,  I  believe? ",9
2-187,Yes. ,1
2-188,Then  that  arrangement  will  suit  you? ,6
2-189,Perfectly. ,1
2-190,"I  need  not  tell  you,  my  dear  Cavendish,  how  distressed  I  am  at  this  most  tragic  affair. ",17
2-191,"Can  you  give  us  no  help  in  solving  it,  monsieur? ",10
2-192,"interposed  Poirot,  speaking  for  the  first  time  since  we  had  entered  the  room. ",13
2-193,I? ,1
2-194,"Yes,  we  heard  that  Mr.s.  Inglethorp  wrote  to  you  last  night. ",11
2-195,You  should  have  received  the  letter  this  morning. ,8
2-196,"I  did,  but  it  contains  no  information. ",7
2-197,"It  is  merely  a  note  asking  me  to  call  upon  her  this  morning,  as  she  wanted  my  advice  on  a  matter  of  great  importance. ",24
2-198,She  gave  you  no  hint  as  to  what  that  matter  might  be? ,12
2-199,"Unfortunately,  no. ",2
2-200,"That  is  a  pity,  said  John. ",6
2-201,"A  great  pity,  agreed  Poirot  gravely. ",6
2-202,There  was  silence. ,3
2-203,Poirot  remained  lost  in  thought  for  a  few  minutes. ,9
2-204,Finally  he  turned  to  the  lawyer  again. Mr. ,7
2-205,"Wells,  there  is  one  thing  I  should  like  to  ask  you...that  is,  if  it  is  not  against  professional  etiquette. ",19
2-206,"In  the  event  of  Mr.s.  Inglethorp's  death,  who  would  inherit  her  money? ",12
2-207,"The  lawyer  hesitated  a  moment,  and  then  replied:  The  knowledge  will  be  public  property  very  soon,  so  if  Mr.  Cavendish  does  not  object...... ",23
2-208,"Not at  all,  interpolated  John. ",5
2-209,I  do  not  see  any  reason  why  I  should  not  answer  your  question. ,13
2-210,"By  her  last  will,  dated  August  of  last  year,  after  various  unimportant  legacies  to  servants,  etc., ",16
2-211,"she  gave  her  entire  fortune  to  her  stepson,  Mr.  John  Cavendish. ",11
2-212,"Was  not  that...pardon  the  question,  Mr.  Cavendish...rather  unfair  to  her  other  stepson,  Mr.  Lawrence  Cavendish? ",15
2-213,"No,  I  do  not  think  so. ",6
2-214,"You  see,  under  the  terms  of  their  father's  will,  while  John  inherited  the  property,  Lawrence,  at  his  stepmother's  death,  would  come  into  a  considerable  sum  of  money. ",27
2-215,"Mr.s.  Inglethorp  left  her  money  to  her  elder  stepson,  knowing  that  he  would  have  to  keep  up  Styles. ",18
2-216,"It  was,  to  my  mind,  a  very  fair  and  equitable  distribution. ",11
2-217,Poirot  nodded  thoughtfully. ,3
2-218,I  see. ,2
2-219,"But  I  am  right  in  saying,  am  I  not,  that  by  your  English  law  that  will  was  automatically  revoked  when  Mr.s.  Inglethorp  remarried? ",23
2-220,Mr.  Wells  bowed  his  head. ,5
2-221,"As  I  was  about  to  proceed,  Monsieur  Poirot,  that  document  is  now  null  and  void. ",15
2-222,Hein!  said  Poirot. ,3
2-223,"He  reflected  for  a  moment,  and  then  asked:  Was  Mr.s.  Inglethorp  herself  aware  of  that  fact? ",16
2-224,I  do  not  know. ,4
2-225,She  may  have  been. ,4
2-226,"She  was,  said  John  unexpectedly. ",5
2-227,We  were  discussing  the  matter  of  wills  being  revoked  by  marriage  only  yesterday. ,13
2-228,Ah! ,1
2-229,"One  more  question,  Mr.  Wells. ",5
2-230,You  say  'her  last  will.' ,5
2-231,"Had  Mr.s.  Inglethorp,  then,  made  several  former  wills? ",8
2-232,"On  an  average,  she  made  a  new  will  at  least  once  a  year,  said  Mr.  Wells  imperturbably. ",17
2-233,"She  was  given  to  changing  her  mind  as  to  her  testamentary  dispositions,  now  benefiting  one,  now  another  member  of  her  family. ",21
2-234,"Suppose,  suggested  Poirot,  that,  unknown  to  you,  she  had  made  a  new  will  in  favour  of  some  one  who  was  not,  in  any  sense  of  the  word,  a  member  of  the  family...we  will  say  Miss  Howard,  for  instance...would  you  be  surprised? ",41
2-235,Not  in  the  least. ,4
2-236,Ah! ,1
2-237,Poirot  seemed  to  have  exhausted  his  questions. ,7
2-238,"I  drew  close  to  him,  while  John  and  the  lawyer  were  debating  the  question  of  going  through  Mr.s.  Inglethorp's  papers. ",20
2-239,"Do  you  think  Mr.s.  Inglethorp  made  a  will  leaving  all  her  money  to  Miss  Howard?  I  asked  in  a  low  voice,  with  some  curiosity. ",24
2-240,Poirot  smiled. ,2
2-241,No. ,1
2-242,Then  why  did  you  ask? ,5
2-243,Hush! ,1
2-244,John  Cavendish  had  turned  to  Poirot. ,6
2-245,"Will  you  come  with  us,  Monsieur  Poirot? ",7
2-246,We  are  going  through  my  mother's  papers. ,7
2-247,Mr.  Inglethorp  is  quite  willing  to  leave  it  entirely  to  Mr.  Wells  and  myself. ,14
2-248,"Which  simplifies  matters  very  much,  murmured  the  lawyer. ",8
2-249,"As  technically,  of  course,  he  was  entitled......  He  did  not  finish  the  sentence. ",13
2-250,"We  will  look  through  the  desk  in  the  boudoir  first,  explained  John,  and  go  up  to  her  bedroom  afterwards. ",19
